id,xp
521,2171563
522,2179907
523,2188267
524,2196643
525,2205035
526,2213443
527,2221867
528,2230307
529,2238763
530,2247235
531,2255723
532,2264227
533,2272747
534,2281283
535,2289835
536,2298403
537,2306987
538,2315587
539,2324203
540,2332835
541,2341483
542,2350147
543,2358827
544,2367523
545,2376235
546,2384963
547,2393707
548,2402467
549,2411243
550,2420035
551,2428843
552,2437667
553,2446507
554,2455363
555,2464235
556,2473123
557,2482027
558,2490947
559,2499883
560,2508835
561,2517803
562,2526787
563,2535787
564,2544803
565,2553835
566,2562883
567,2571947
568,2581027
569,2590123
570,2599235
571,2608363
572,2617507
573,2626667
574,2635843
575,2645035
576,2654243
577,2663467
578,2672707
579,2681963
580,2691235
581,2700523
582,2709827
583,2719147
584,2728483
585,2737835
586,2747203
587,2756587
588,2765987
589,2775403
590,2784835
591,2794283
592,2803747
593,2813227
594,2822723
595,2832235
596,2841763
597,2851307
598,2860867
599,2870443
600,2880035
601,2889643
602,2899267
603,2908907
604,2918563
605,2928235
606,2937923
607,2947627
608,2957347
609,2967083
610,2976835
611,2986603
612,2996387
613,3006187
614,3016003
615,3025835
616,3035683
617,3045547
618,3055427
619,3065323
620,3075235
621,3085163
622,3095107
623,3105067
624,3115043
625,3125035
626,3135043
627,3145067
628,3155107
629,3165163
630,3175235
631,3185323
632,3195427
633,3205547
634,3215683
635,3225835
636,3236003
637,3246187
638,3256387
639,3266603
640,3276835
641,3287083
642,3297347
643,3307627
644,3317923
645,3328235
646,3338563
647,3348907
648,3359267
649,3369643
650,3380035
651,3390443
652,3400867
653,3411307
654,3421763
655,3432235
656,3442723
657,3453227
658,3463747
659,3474283
660,3484835
661,3495403
662,3505987
663,3516587
664,3527203
665,3537835
666,3548483
667,3559147
668,3569827
669,3580523
670,3591235
671,3601963
672,3612707
673,3623467
674,3634243
675,3645035
676,3655843
677,3666667
678,3677507
679,3688363
680,3699235
681,3710123
682,3721027
683,3731947
684,3742883
685,3753835
686,3764803
687,3775787
688,3786787
689,3797803
690,3808835
691,3819883
692,3830947
693,3842027
694,3853123
695,3864235
696,3875363
697,3886507
698,3897667
699,3908843
700,3920035
701,3931243
702,3942467
703,3953707
704,3964963
705,3976235
706,3987523
707,3998827
708,4010147
709,4021483
710,4032835
711,4044203
712,4055587
713,4066987
714,4078403
715,4089835
716,4101283
717,4112747
718,4124227
719,4135723
720,4147235
721,4158763
722,4170307
723,4181867
724,4193443
725,4205035
726,4216643
727,4228267
728,4239907
729,4251563
730,4263235
731,4274923
732,4286627
733,4298347
734,4310083
735,4321835
736,4333603
737,4345387
738,4357187
739,4369003
740,4380835
741,4392683
742,4404547
743,4416427
744,4428323
745,4440235
746,4452163
747,4464107
748,4476067
749,4488043
750,4500035
751,4512043
752,4524067
753,4536107
754,4548163
755,4560235
756,4572323
757,4584427
758,4596547
759,4608683
760,4620835
761,4633003
762,4645187
763,4657387
764,4669603
765,4681835
766,4694083
767,4706347
768,4718627
769,4730923
770,4743235
771,4755563
772,4767907
773,4780267
774,4792643
775,4805035
776,4817443
777,4829867
778,4842307
779,4854763
780,4867235
781,4879723
782,4892227
783,4904747
784,4917283
785,4929835
786,4942403
787,4954987
788,4967587
789,4980203
790,4992835
791,5005483
792,5018147
793,5030827
794,5043523
795,5056235
796,5068963
797,5081707
798,5094467
799,5107243
800,5120035
801,5132843
802,5145667
803,5158507
804,5171363
805,5184235
806,5197123
807,5210027
808,5222947
809,5235883
810,5248835
811,5261803
812,5274787
813,5287787
814,5300803
815,5313835
816,5326883
817,5339947
818,5353027
819,5366123
820,5379235
821,5392363
822,5405507
823,5418667
824,5431843
825,5445035
826,5458243
827,5471467
828,5484707
829,5497963
830,5511235
831,5524523
832,5537827
833,5551147
834,5564483
835,5577835
836,5591203
837,5604587
838,5617987
839,5631403
840,5644835
841,5658283
842,5671747
843,5685227
844,5698723
845,5712235
846,5725763
847,5739307
848,5752867
849,5766443
850,5780035
851,5793643
852,5807267
853,5820907
854,5834563
855,5848235
856,5861923
857,5875627
858,5889347
859,5903083
860,5916835
861,5930603
862,5944387
863,5958187
864,5972003
865,5985835
866,5999683
867,6013547
868,6027427
869,6041323
870,6055235
871,6069163
872,6083107
873,6097067
874,6111043
875,6125035
876,6139043
877,6153067
878,6167107
879,6181163
880,6195235
881,6209323
882,6223427
883,6237547
884,6251683
885,6265835
886,6280003
887,6294187
888,6308387
889,6322603
890,6336835
891,6351083
892,6365347
893,6379627
894,6393923
895,6408235
896,6422563
897,6436907
898,6451267
899,6465643
900,6480035
901,6494443
902,6508867
903,6523307
904,6537763
905,6552235
906,6566723
907,6581227
908,6595747
909,6610283
910,6624835
911,6639403
912,6653987
913,6668587
914,6683203
915,6697835
916,6712483
917,6727147
918,6741827
919,6756523
920,6771235
921,6785963
922,6800707
923,6815467
924,6830243
925,6845035
926,6859843
927,6874667
928,6889507
929,6904363
930,6919235
931,6934123
932,6949027
933,6963947
934,6978883
935,6993835
936,7008803
937,7023787
938,7038787
939,7053803
940,7068835
941,7083883
942,7098947
943,7114027
944,7129123
945,7144235
946,7159363
947,7174507
948,7189667
949,7204843
950,7220035
951,7235243
952,7250467
953,7265707
954,7280963
955,7296235
956,7311523
957,7326827
958,7342147
959,7357483
960,7372835
961,7388203
962,7403587
963,7418987
964,7434403
965,7449835
966,7465283
967,7480747
968,7496227
969,7511723
970,7527235
971,7542763
972,7558307
973,7573867
974,7589443
975,7605035
976,7620643
977,7636267
978,7651907
979,7667563
980,7683235
981,7698923
982,7714627
983,7730347
984,7746083
985,7761835
986,7777603
987,7793387
988,7809187
989,7825003
990,7840835
991,7856683
992,7872547
993,7888427
994,7904323
995,7920235
996,7936163
997,7952107
998,7968067
999,7984043
1000,8000035
1001,8016043
1002,8032067
1003,8048107
1004,8064163
1005,8080235
1006,8096323
1007,8112427
1008,8128547
1009,8144683
1010,8160835
1011,8177003
1012,8193187
1013,8209387
1014,8225603
1015,8241835
1016,8258083
1017,8274347
1018,8290627
1019,8306923
1020,8323235
1021,8339563
1022,8355907
1023,8372267
1024,8388643
1025,8405035
1026,8421443
1027,8437867
1028,8454307
1029,8470763
1030,8487235
1031,8503723
1032,8520227
1033,8536747
1034,8553283
1035,8569835
1036,8586403
1037,8602987
1038,8619587
1039,8636203
1040,8652835
1041,8669483
1042,8686147
1043,8702827
1044,8719523
1045,8736235
1046,8752963
1047,8769707
1048,8786467
1049,8803243
1050,8820035
1051,8836843
1052,8853667
1053,8870507
1054,8887363
1055,8904235
1056,8921123
1057,8938027
1058,8954947
1059,8971883
1060,8988835
1061,9005803
1062,9022787
1063,9039787
1064,9056803
1065,9073835
1066,9090883
1067,9107947
1068,9125027
1069,9142123
1070,9159235
1071,9176363
1072,9193507
1073,9210667
1074,9227843
1075,9245035
1076,9262243
1077,9279467
1078,9296707
1079,9313963
1080,9331235
1081,9348523
1082,9365827
1083,9383147
1084,9400483
1085,9417835
1086,9435203
1087,9452587
1088,9469987
1089,9487403
1090,9504835
1091,9522283
1092,9539747
1093,9557227
1094,9574723
1095,9592235
1096,9609763
1097,9627307
1098,9644867
1099,9662443
1100,9680035
1101,9697643
1102,9715267
1103,9732907
1104,9750563
1105,9768235
1106,9785923
1107,9803627
1108,9821347
1109,9839083
1110,9856835
1111,9874603
1112,9892387
1113,9910187
1114,9928003
1115,9945835
1116,9963683
1117,9981547
1118,9999427
1119,10017323
1120,10035235
1121,10053163
1122,10071107
1123,10089067
1124,10107043
1125,10125035
1126,10143043
1127,10161067
1128,10179107
1129,10197163
1130,10215235
1131,10233323
1132,10251427
1133,10269547
1134,10287683
1135,10305835
1136,10324003
1137,10342187
1138,10360387
1139,10378603
1140,10396835
1141,10415083
1142,10433347
1143,10451627
1144,10469923
1145,10488235
1146,10506563
1147,10524907
1148,10543267
1149,10561643
1150,10580035
1151,10598443
1152,10616867
1153,10635307
1154,10653763
1155,10672235
1156,10690723
1157,10709227
1158,10727747
1159,10746283
1160,10764835
1161,10783403
1162,10801987
1163,10820587
1164,10839203
1165,10857835
1166,10876483
1167,10895147
1168,10913827
1169,10932523
1170,10951235
1171,10969963
1172,10988707
1173,11007467
1174,11026243
1175,11045035
1176,11063843
1177,11082667
1178,11101507
1179,11120363
1180,11139235
1181,11158123
1182,11177027
1183,11195947
1184,11214883
1185,11233835
1186,11252803
1187,11271787
1188,11290787
1189,11309803
1190,11328835
1191,11347883
1192,11366947
1193,11386027
1194,11405123
1195,11424235
1196,11443363
1197,11462507
1198,11481667
1199,11500843
1200,11520035
1201,11539243
1202,11558467
1203,11577707
1204,11596963
1205,11616235
1206,11635523
1207,11654827
1208,11674147
1209,11693483
1210,11712835
1211,11732203
1212,11751587
1213,11770987
1214,11790403
1215,11809835
1216,11829283
1217,11848747
1218,11868227
1219,11887723
1220,11907235
1221,11926763
1222,11946307
1223,11965867
1224,11985443
1225,12005035
1226,12024643
1227,12044267
1228,12063907
1229,12083563
1230,12103235
1231,12122923
1232,12142627
1233,12162347
1234,12182083
1235,12201835
1236,12221603
1237,12241387
1238,12261187
1239,12281003
1240,12300835
1241,12320683
1242,12340547
1243,12360427
1244,12380323
1245,12400235
1246,12420163
1247,12440107
1248,12460067
1249,12480043
1250,12500035
1251,12520043
1252,12540067
1253,12560107
1254,12580163
1255,12600235
1256,12620323
1257,12640427
1258,12660547
1259,12680683
1260,12700835
1261,12721003
1262,12741187
1263,12761387
1264,12781603
1265,12801835
1266,12822083
1267,12842347
1268,12862627
1269,12882923
1270,12903235
1271,12923563
1272,12943907
1273,12964267
1274,12984643
1275,13005035
1276,13025443
1277,13045867
1278,13066307
1279,13086763
1280,13107235
1281,13127723
1282,13148227
1283,13168747
1284,13189283
1285,13209835
1286,13230403
1287,13250987
1288,13271587
1289,13292203
1290,13312835
1291,13333483
1292,13354147
1293,13374827
1294,13395523
1295,13416235
1296,13436963
1297,13457707
1298,13478467
1299,13499243
1300,13520035
1301,13540843
1302,13561667
1303,13582507
1304,13603363
1305,13624235
1306,13645123
1307,13666027
1308,13686947
1309,13707883
1310,13728835
1311,13749803
1312,13770787
1313,13791787
1314,13812803
1315,13833835
1316,13854883
1317,13875947
1318,13897027
1319,13918123
1320,13939235
1321,13960363
1322,13981507
1323,14002667
1324,14023843
1325,14045035
1326,14066243
1327,14087467
1328,14108707
1329,14129963
1330,14151235
1331,14172523
1332,14193827
1333,14215147
1334,14236483
1335,14257835
1336,14279203
1337,14300587
1338,14321987
1339,14343403
1340,14364835
1341,14386283
1342,14407747
1343,14429227
1344,14450723
1345,14472235
1346,14493763
1347,14515307
1348,14536867
1349,14558443
1350,14580035
1351,14601643
1352,14623267
1353,14644907
1354,14666563
1355,14688235
1356,14709923
1357,14731627
1358,14753347
1359,14775083
1360,14796835
1361,14818603
1362,14840387
1363,14862187
1364,14884003
1365,14905835
1366,14927683
1367,14949547
1368,14971427
1369,14993323
1370,15015235
1371,15037163
1372,15059107
1373,15081067
1374,15103043
1375,15125035
1376,15147043
1377,15169067
1378,15191107
1379,15213163
1380,15235235
1381,15257323
1382,15279427
1383,15301547
1384,15323683
1385,15345835
1386,15368003
1387,15390187
1388,15412387
1389,15434603
1390,15456835
1391,15479083
1392,15501347
1393,15523627
1394,15545923
1395,15568235
1396,15590563
1397,15612907
1398,15635267
1399,15657643
1400,15680035
1401,15702443
1402,15724867
1403,15747307
1404,15769763
1405,15792235
1406,15814723
1407,15837227
1408,15859747
1409,15882283
1410,15904835
1411,15927403
1412,15949987
1413,15972587
1414,15995203
1415,16017835
1416,16040483
1417,16063147
1418,16085827
1419,16108523
1420,16131235
1421,16153963
1422,16176707
1423,16199467
1424,16222243
1425,16245035
1426,16267843
1427,16290667
1428,16313507
1429,16336363
1430,16359235
1431,16382123
1432,16405027
1433,16427947
1434,16450883
1435,16473835
1436,16496803
1437,16519787
1438,16542787
1439,16565803
1440,16588835
1441,16611883
1442,16634947
1443,16658027
1444,16681123
1445,16704235
1446,16727363
1447,16750507
1448,16773667
1449,16796843
1450,16820035
1451,16843243
1452,16866467
1453,16889707
1454,16912963
1455,16936235
1456,16959523
1457,16982827
1458,17006147
1459,17029483
1460,17052835
1461,17076203
1462,17099587
1463,17122987
1464,17146403
1465,17169835
1466,17193283
1467,17216747
1468,17240227
1469,17263723
1470,17287235
1471,17310763
1472,17334307
1473,17357867
1474,17381443
1475,17405035
1476,17428643
1477,17452267
1478,17475907
1479,17499563
1480,17523235
1481,17546923
1482,17570627
1483,17594347
1484,17618083
1485,17641835
1486,17665603
1487,17689387
1488,17713187
1489,17737003
1490,17760835
1491,17784683
1492,17808547
1493,17832427
1494,17856323
1495,17880235
1496,17904163
1497,17928107
1498,17952067
1499,17976043
1500,18000035
