id,name,type,image,desc,slot,atk,def,hp,price,req,skill,effect,value,amount,resource,market_tier,cost,quality
brewing_green_plum,青梅玉液,wine,brewing_green_plum.png,加快所有杂学动作，持续3分钟。,,0,0,0,2,1,,,0,,,,,
brewing_frost_wine,寒潭雪酿,wine,brewing_frost_wine.png,提高防御，持续3分钟。,,0,0,0,2,1,,,0,,,,,
brewing_solar_wine,烈阳烧春,wine,brewing_solar_wine.png,大幅提高攻击，持续3分钟。,,0,0,0,2,1,,,0,,,,,
brewing_moon_osmanthus,月桂凝香,wine,brewing_moon_osmanthus.png,提高杂学经验，持续3分钟。,,0,0,0,2,1,,,0,,,,,
brewing_dream_wine,醉仙云梦,wine,brewing_dream_wine.png,显著提高闭关速度，持续3分钟。,,0,0,0,2,1,,,0,,,,,
brewing_ninefold_wine,九转道酿,wine,brewing_ninefold_wine.png,全面强化修炼与战斗，持续3分钟。,,0,0,0,2,1,,,0,,,,,
qi_pill,聚气丹,alchemy,,,,0,0,0,2,1,,qi_pill,0,,,,,
alchemy_foundation_pill,筑基丹,breakthrough,alchemy_foundation_pill.png,,,0,0,0,2,1,,,0,,,,,
alchemy_golden_core_pill,结金丹,breakthrough,alchemy_golden_core_pill.png,,,0,0,0,2,1,,,0,,,,,
alchemy_nascent_soul_pill,凝婴丹,breakthrough,alchemy_nascent_soul_pill.png,,,0,0,0,2,1,,,0,,,,,
alchemy_spirit_transformation_pill,化神丹,breakthrough,alchemy_spirit_transformation_pill.png,,,0,0,0,2,1,,,0,,,,,
alchemy_void_pill,太虚丹,breakthrough,alchemy_void_pill.png,,,0,0,0,2,1,,,0,,,,,
alchemy_union_pill,合道丹,breakthrough,alchemy_union_pill.png,,,0,0,0,2,1,,,0,,,,,
alchemy_mahayana_pill,大乘丹,breakthrough,alchemy_mahayana_pill.png,,,0,0,0,2,1,,,0,,,,,
alchemy_tribulation_pill,渡劫丹,breakthrough,alchemy_tribulation_pill.png,,,0,0,0,2,1,,,0,,,,,
talisman_fire,炎火符,talisman,talisman_fire.png,装入符箓栏后，战斗开始时自动灼伤敌人。,,0,0,0,2,1,,,0,,,,,
talisman_guard,护身符,talisman,talisman_guard.png,受到重击时自动化去大半伤害。,,0,0,0,2,1,,,0,,,,,
talisman_swiftness,神行符,talisman,talisman_swiftness.png,战斗开始时提高十场攻击速度。,,0,0,0,2,1,,,0,,,,,
talisman_dash,疾行符,talisman,talisman_dash.png,战斗开始时提高二十场攻击速度。,,0,0,0,2,1,,,0,,,,,
talisman_heal,回春符,talisman,talisman_heal.png,气血过半时自动恢复部分气血。,,0,0,0,2,1,,,0,,,,,
talisman_golden_armor,金甲符,talisman,talisman_golden_armor.png,受到攻击时自动抵消部分伤害。,,0,0,0,2,1,,,0,,,,,
talisman_blaze,烈火符,talisman,talisman_blaze.png,战斗开始时造成强烈火属伤害。,,0,0,0,2,1,,,0,,,,,
talisman_demonbane,镇妖符,talisman,talisman_demonbane.png,战斗开始时镇压来敌并削减气血。,,0,0,0,2,1,,,0,,,,,
talisman_thunder,天雷符,talisman,talisman_thunder.png,战斗开始时召来天雷重创敌人。,,0,0,0,2,1,,,0,,,,,
talisman_rebirth,替劫符,talisman,talisman_rebirth.png,受到致命伤害时消耗一张免除死亡。,,0,0,0,2,1,,,0,,,,,
drop_0,青竹护腕,equipment,drop_bamboo_bracers.png,竹灵残枝炼成的轻巧护腕。,bracers,0,1,6,2,1,,,0,,,,,
drop_1,青羽轻履,equipment,drop_greenfeather_shoes.png,缀有青羽的轻便布履。,boots,1,1,6,2,1,,,0,,,,,
drop_2,翠节法袍,equipment,drop_jade_bamboo_robe.png,以翠竹纤维编成的清雅法袍。,robe,0,2,10,2,1,,,0,,,,,
drop_3,灵纹牙刃,equipment,drop_spiritfang_blade.png,妖狼灵牙磨成的锋利短刃。,weapon,4,0,0,2,1,,,0,,,,,
drop_4,雾蛛护符,equipment,drop_mist_spider_amulet.png,凝有雾蛛灵纹的护身玉坠。,amulet,2,0,12,2,1,,,0,,,,,
drop_5,幽猿战腕,equipment,drop_ghost_ape_bracers.png,厚实沉稳的山纹战腕。,bracers,1,3,12,2,1,,,0,,,,,
drop_6,黑风刀,equipment,drop_blackwind_blade.png,黑风散修随身携带的长刀。,weapon,6,0,0,2,1,,,0,,,,,
drop_7,破祠铁甲,equipment,drop_ruined_shrine_armor.png,从古祠邪傀身上拆下的铁甲。,robe,0,5,25,2,1,,,0,,,,,
drop_8,煞羽法冠,equipment,drop_baneful_feather_crown.png,以煞羽点缀的漆黑法冠。,head,2,3,18,2,1,,,0,,,,,
drop_9,火纹灵戒,equipment,drop_firemark_ring.png,戒面流转着温热火纹。,ring,4,0,22,2,1,,,0,,,,,
drop_10,熔岩重甲,equipment,drop_lava_armor.png,熔岩石壳炼成的厚重战甲。,robe,0,7,35,2,1,,,0,,,,,
drop_11,赤焰战刀,equipment,drop_crimson_flame_blade.png,刀锋凝聚着赤焰妖火。,weapon,9,0,0,2,1,,,0,,,,,
drop_12,赤尾灵佩,equipment,drop_redtail_amulet.png,形似灵狐赤尾的温润玉佩。,amulet,4,0,28,2,1,,,0,,,,,
drop_13,霞羽履,equipment,drop_sunset_feather_shoes.png,踏行时轻若晚霞的灵履。,boots,3,4,30,2,1,,,0,,,,,
drop_14,丹砂护腕,equipment,drop_cinnabar_bracers.png,丹砂岩心磨制的坚实护腕。,bracers,0,7,35,2,1,,,0,,,,,
drop_15,月纹法冠,equipment,drop_moonmark_crown.png,冠心凝有一弯清冷月纹。,head,0,7,42,2,1,,,0,,,,,
drop_16,银鳞灵戒,equipment,drop_silver_scale_ring.png,银白灵鳞炼成的轻巧戒指。,ring,6,0,38,2,1,,,0,,,,,
drop_17,湖心珠甲,equipment,drop_lake_pearl_armor.png,湖珠与蚌甲共同炼成的护甲。,robe,0,10,60,2,1,,,0,,,,,
drop_18,青藤战腕,equipment,drop_vine_bracers.png,青藤缠绕的坚韧战腕。,bracers,4,8,45,2,1,,,0,,,,,
drop_19,木甲道袍,equipment,drop_wood_armor_robe.png,木甲与道袍相合的护身法衣。,robe,0,12,75,2,1,,,0,,,,,
drop_20,苍梧木冠,equipment,drop_cangwu_wood_crown.png,苍梧灵木雕成的古朴道冠。,head,0,9,70,2,1,,,0,,,,,
drop_21,沙行短刃,equipment,drop_sandwalker_blade.png,适合在流沙中迅疾出手的弯刃。,weapon,15,0,0,2,1,,,0,,,,,
drop_22,驼铃魂佩,equipment,drop_camel_bell_amulet.png,古道驼铃凝成的幽冷魂佩。,amulet,7,0,65,2,1,,,0,,,,,
drop_23,黄沙长刀,equipment,drop_yellow_sand_blade.png,久经风沙磨砺的修长战刀。,weapon,17,0,0,2,1,,,0,,,,,
drop_24,雪尾灵靴,equipment,drop_snowtail_boots.png,轻柔保暖、步履无声的雪靴。,boots,6,10,80,2,1,,,0,,,,,
drop_25,冰针法冠,equipment,drop_ice_needle_crown.png,冠顶凝结着一枚寒松冰晶。,head,5,12,75,2,1,,,0,,,,,
drop_26,寒谷霜剑,equipment,drop_frost_valley_sword.png,寒谷剑修以霜气淬炼的长剑。,weapon,20,0,0,2,1,,,0,,,,,
drop_27,星纹虫甲,equipment,drop_star_insect_armor.png,星纹甲壳拼合而成的护身甲衣。,robe,0,15,105,2,1,,,0,,,,,
drop_28,陨铁战甲,equipment,drop_meteor_iron_armor.png,古老陨铁锻成的厚重战甲。,robe,0,18,120,2,1,,,0,,,,,
drop_29,逐星牙刃,equipment,drop_star_chaser_blade.png,星辉沿着狼牙刃锋缓缓流转。,weapon,23,0,0,2,1,,,0,,,,,
drop_30,怨锋残剑,equipment,drop_grudge_broken_sword.png,剑锋虽残，仍留有不散剑意。,weapon,10,0,0,2,1,,,0,,,,,
drop_31,铁衣剑甲,equipment,drop_iron_sword_armor.png,甲片如重叠剑刃般坚固。,robe,0,8,50,2,1,,,0,,,,,
drop_32,噬剑羽冠,equipment,drop_sword_eater_crown.png,黑羽间残留着微弱剑意。,head,3,5,35,2,1,,,0,,,,,
drop_33,紫瘴护符,equipment,drop_violet_miasma_amulet.png,能够隔绝少量毒瘴的护符。,amulet,0,7,50,2,1,,,0,,,,,
drop_34,腐藤法袍,equipment,drop_rotten_vine_robe.png,枯藤交织成的阴沉法袍。,robe,0,10,65,2,1,,,0,,,,,
drop_35,墨甲毒刺,equipment,drop_ink_scorpion_sting.png,以墨甲毒蝎尾针炼成的短刺。,weapon,13,0,0,2,1,,,0,,,,,
drop_36,雷角重甲,equipment,drop_thunderhorn_armor.png,雷角石甲炼成的沉重护具。,robe,0,13,80,2,1,,,0,,,,,
drop_37,电羽疾履,equipment,drop_lightning_feather_boots.png,电羽加持的迅捷灵履。,boots,5,7,55,2,1,,,0,,,,,
drop_38,玄雷护腕,equipment,drop_mystic_thunder_bracers.png,护腕表面刻有玄雷纹路。,bracers,4,10,60,2,1,,,0,,,,,
drop_39,血瞳灵戒,equipment,drop_blood_eye_ring.png,戒面红石仿佛一枚妖狐血瞳。,ring,8,0,65,2,1,,,0,,,,,
drop_40,枯骨战甲,equipment,drop_bone_armor.png,骨片与黑布共同编成的战甲。,robe,4,13,90,2,1,,,0,,,,,
drop_41,赤月战刀,equipment,drop_crimson_moon_blade.png,刀身刻有一弯暗红血月。,weapon,17,0,0,2,1,,,0,,,,,
drop_42,引魂灯佩,equipment,drop_soul_lantern_amulet.png,古灯微光可护持佩戴者心神。,amulet,8,0,80,2,1,,,0,,,,,
drop_43,沉江水甲,equipment,drop_sunken_river_armor.png,深水寒铁与水纹布炼成的甲衣。,robe,0,16,110,2,1,,,0,,,,,
drop_44,冥舟令冠,equipment,drop_ghost_boat_crown.png,冠前悬着一枚冥舟令牌。,head,7,10,75,2,1,,,0,,,,,
drop_45,影翼灵靴,equipment,drop_shadowwing_boots.png,靴侧影翼可令步法更加轻灵。,boots,8,11,90,2,1,,,0,,,,,
drop_46,黑曜宝甲,equipment,drop_obsidian_armor.png,黑曜石片炼成的坚固宝甲。,robe,0,20,140,2,1,,,0,,,,,
drop_47,罡风双刃,equipment,drop_gale_twin_blades.png,一对能够引动罡风的弯刃。,weapon,23,0,0,2,1,,,0,,,,,
drop_48,灰烬蛇戒,equipment,drop_ash_serpent_ring.png,蛇形戒身残留着温热灰烬。,ring,12,0,110,2,1,,,0,,,,,
drop_49,火泽毒腕,equipment,drop_firemarsh_bracers.png,火毒交织的厚实护腕。,bracers,8,17,115,2,1,,,0,,,,,
drop_50,焚骨魔刀,equipment,drop_boneburn_demon_blade.png,黑红刀锋带有焚骨邪火。,weapon,29,0,0,2,1,,,0,,,,,
drop_51,罡风羽冠,equipment,drop_gale_feather_crown.png,两片风羽托起的轻灵法冠。,head,10,18,130,2,1,,,0,,,,,
drop_52,裂空螳刃,equipment,drop_void_mantis_blades.png,一对锋锐到足以割裂罡风的弯刃。,weapon,35,0,0,2,1,,,0,,,,,
drop_53,驭风道甲,equipment,drop_windrider_armor.png,能够疏导罡风的道门护甲。,robe,0,27,210,2,1,,,0,,,,,
drop_54,噬光灵佩,equipment,drop_light_eater_amulet.png,深蓝玉佩会吸收周围微光。,amulet,15,0,180,2,1,,,0,,,,,
drop_55,星甲护腕,equipment,drop_star_crab_bracers.png,星甲巨蟹硬壳炼成的重腕。,bracers,0,32,210,2,1,,,0,,,,,
drop_56,海墟战戟,equipment,drop_sea_ruin_halberd.png,古代海墟鲛将使用的长戟。,weapon,42,0,0,2,1,,,0,,,,,
drop_57,云鲲法袍,equipment,drop_cloud_kun_robe.png,法袍宽大轻柔，纹有云海妖鲲。,robe,0,38,320,2,1,,,0,,,,,
drop_58,雷鹏羽靴,equipment,drop_thunder_roc_boots.png,雷鹏羽毛炼成的高阶灵靴。,boots,18,24,220,2,1,,,0,,,,,
drop_59,守岛天甲,equipment,drop_sky_island_armor.png,守岛天傀核心甲片炼成的天甲。,robe,12,45,360,2,1,,,0,,,,,
drop_60,玄霜蛟鳞甲,equipment,drop_frost_dragon_armor.png,玄霜古蛟鳞片炼成的绝境宝甲。,robe,0,12,80,2,1,,,0,,,,,
drop_61,吞海道袍,equipment,drop_devouring_sea_robe.png,道袍内仿佛蕴藏着一片深海。,robe,0,17,130,2,1,,,0,,,,,
drop_62,无面冥冠,equipment,drop_faceless_underworld_crown.png,无纹无面的冥府高冠。,head,8,15,110,2,1,,,0,,,,,
drop_63,天火神剑,equipment,drop_heavenfire_sword.png,以神山天火反复淬炼的赤金仙剑。,weapon,34,0,0,2,1,,,0,,,,,
drop_64,无相魔戒,equipment,drop_formless_demon_ring.png,混沌魔气在戒面缓缓流转。,ring,18,8,150,2,1,,,0,,,,,
drop_65,裂空兽牙刃,equipment,drop_void_beast_fang_blade.png,裂空古兽巨牙磨成的虚空长刃。,weapon,46,0,0,2,1,,,0,,,,,
drop_66,两仪战甲,equipment,drop_yin_yang_battle_armor.png,阴阳二气循环不息的帝王战甲。,robe,16,42,330,2,1,,,0,,,,,
drop_67,万法道冠,equipment,drop_myriad_dharma_crown.png,残存万法道韵的仙宫道冠。,head,22,46,360,2,1,,,0,,,,,
drop_68,劫雷仙剑,equipment,drop_tribulation_thunder_sword.png,渡尽雷劫后方能执掌的紫金仙剑。,weapon,76,0,0,2,1,,,0,,,,,
forging_mystic_bracers,玄铁护腕,equipment,forging_mystic_bracers.png,稳固双臂并抵御冲击。,bracers,0,4,10,2,1,,,0,,,,,
forging_cloud_robe,流云法袍,equipment,forging_cloud_robe.png,轻柔法袍，兼顾气血与防护。,robe,0,6,45,2,1,,,0,,,,,
forging_white_jade_crown,白玉发冠,equipment,forging_white_jade_crown.png,清雅玉冠，可稳固灵台。,head,0,4,30,2,1,,,0,,,,,
forging_spirit_amulet,镇灵护符,equipment,forging_spirit_amulet.png,镇守心神，提升防御与气血。,amulet,0,5,35,2,1,,,0,,,,,
forging_cosmos_ring,乾坤灵戒,equipment,forging_cosmos_ring.png,纳灵于方寸，可强化攻击。,ring,5,0,25,2,1,,,0,,,,,
forging_turtle_armor,玄龟宝甲,equipment,forging_turtle_armor.png,甲纹如龟，拥有极强防护。,robe,0,12,70,2,1,,,0,,,,,
forging_thunder_sword,紫霄雷剑,equipment,forging_thunder_sword.png,雷纹贯刃，攻击力极为强横。,weapon,16,0,0,2,1,,,0,,,,,
forging_primordial_robe,混元道袍,equipment,forging_primordial_robe.png,混元仙材织成，全面强化战力。,robe,8,16,100,2,1,,,0,,,,,
forging_red_copper_sword,赤铜短剑,equipment,forging_red_copper_sword.png,赤铜锻成的入门短剑，轻便易用。,weapon,4,0,0,2,1,,,0,,,,,
forging_red_copper_bracers,赤铜护腕,equipment,forging_red_copper_bracers.png,质朴的赤铜护腕，可稍稍稳固气血。,bracers,0,2,8,2,1,,,0,,,,,
forging_red_copper_ring,赤铜指环,equipment,forging_red_copper_ring.png,刻有浅纹的赤铜指环，可增添少许锋锐之气。,ring,2,0,10,2,1,,,0,,,,,
forging_mystic_iron_sword,玄铁重剑,equipment,forging_mystic_iron_sword.png,玄铁铸成的厚重长剑，势沉力稳。,weapon,6,0,0,2,1,,,0,,,,,
forging_mystic_iron_armor,玄铁护甲,equipment,forging_mystic_iron_armor.png,覆身的玄铁护甲，兼顾防护与气血。,robe,0,5,20,2,1,,,0,,,,,
forging_mystic_iron_boots,玄铁战靴,equipment,forging_mystic_iron_boots.png,沉稳坚固的玄铁战靴，可护住下盘。,boots,0,3,15,2,1,,,0,,,,,
forging_spirit_jade_crown,灵玉法冠,equipment,forging_spirit_jade_crown.png,温润灵玉雕成的法冠，可护持灵台。,head,0,3,30,2,1,,,0,,,,,
forging_spirit_jade_amulet,灵玉心佩,equipment,forging_spirit_jade_amulet.png,贴身温养的玉佩，可安定气血与心神。,amulet,0,4,25,2,1,,,0,,,,,
forging_spirit_jade_ring,灵玉戒,equipment,forging_spirit_jade_ring.png,玉质清透的灵戒，能引导少许灵力。,ring,4,0,20,2,1,,,0,,,,,
forging_azure_stone_sword,青纹石剑,equipment,forging_azure_stone_sword.png,剑身天然生有青纹，攻守沉稳。,weapon,8,0,0,2,1,,,0,,,,,
forging_azure_stone_armor,青纹石甲,equipment,forging_azure_stone_armor.png,以青纹石片炼成的护甲，防护厚实。,robe,0,7,40,2,1,,,0,,,,,
forging_azure_stone_bracers,青纹护腕,equipment,forging_azure_stone_bracers.png,青纹流转的护腕，兼具锋锐与防护。,bracers,2,5,20,2,1,,,0,,,,,
forging_refined_copper_blade,赤炼长刀,equipment,forging_refined_copper_blade.png,精炼赤铜锻成的长刀，刀势炽烈。,weapon,10,0,0,2,1,,,0,,,,,
forging_refined_copper_crown,赤炼法冠,equipment,forging_refined_copper_crown.png,霞纹流转的赤铜法冠，可激发攻守之势。,head,3,6,35,2,1,,,0,,,,,
forging_refined_copper_ring,赤炼灵戒,equipment,forging_refined_copper_ring.png,火纹内敛的灵戒，可强化出手威势。,ring,6,0,30,2,1,,,0,,,,,
forging_cold_iron_sword,寒魄剑,equipment,forging_cold_iron_sword.png,剑锋寒意凝聚，出鞘时冷光如霜。,weapon,12,0,0,2,1,,,0,,,,,
forging_cold_iron_armor,寒铁宝甲,equipment,forging_cold_iron_armor.png,寒铁层叠炼成的宝甲，防护尤为坚实。,robe,0,11,70,2,1,,,0,,,,,
forging_cold_iron_boots,寒铁战靴,equipment,forging_cold_iron_boots.png,寒铁护住足胫，可稳固身形与气血。,boots,0,7,50,2,1,,,0,,,,,
forging_star_silver_sword,星辉飞剑,equipment,forging_star_silver_sword.png,星银铸成的轻灵飞剑，锋芒清亮。,weapon,14,0,0,2,1,,,0,,,,,
forging_star_silver_crown,星银发冠,equipment,forging_star_silver_crown.png,银辉聚于冠心，可兼顾攻守与气血。,head,5,7,45,2,1,,,0,,,,,
forging_star_silver_amulet,星银护符,equipment,forging_star_silver_amulet.png,星纹护符可疏导灵力，稳固护体真元。,amulet,0,8,65,2,1,,,0,,,,,
forging_violet_crystal_sword,紫晶法剑,equipment,forging_violet_crystal_sword.png,紫晶灵光沿剑脊流转，锋锐非凡。,weapon,17,0,0,2,1,,,0,,,,,
forging_violet_crystal_bracers,紫晶护腕,equipment,forging_violet_crystal_bracers.png,晶纹护腕兼具灵力增幅与坚固防护。,bracers,5,10,50,2,1,,,0,,,,,
forging_violet_crystal_ring,紫晶灵戒,equipment,forging_violet_crystal_ring.png,凝聚紫晶灵力的宝戒，可显著强化攻击。,ring,9,0,55,2,1,,,0,,,,,
forging_thunder_gold_sword,雷罚剑,equipment,forging_thunder_gold_sword.png,雷纹玄金铸成的重剑，蕴藏雷霆锋芒。,weapon,21,0,0,2,1,,,0,,,,,
forging_thunder_gold_armor,雷纹战甲,equipment,forging_thunder_gold_armor.png,雷纹遍布甲身，攻守俱强。,robe,5,15,100,2,1,,,0,,,,,
forging_thunder_gold_boots,逐雷靴,equipment,forging_thunder_gold_boots.png,雷纹贯穿的战靴，可强化攻势并护住气血。,boots,7,9,70,2,1,,,0,,,,,
forging_primordial_sword,混元仙剑,equipment,forging_primordial_sword.png,混元仙髓炼成的仙剑，锋芒圆融而强横。,weapon,26,0,0,2,1,,,0,,,,,
forging_primordial_armor,混元仙甲,equipment,forging_primordial_armor.png,混元之气流转全身，兼具极高攻防与气血。,robe,8,20,140,2,1,,,0,,,,,
forging_primordial_ring,混元道戒,equipment,forging_primordial_ring.png,阴阳混元凝于一戒，攻守相生。,ring,12,10,90,2,1,,,0,,,,,
alchemy_heal_pill,回春丹,alchemy,alchemy_heal_pill.png,装入丹药栏后，气血低于三成半时自动服用。,,0,0,0,2,1,,heal,0.35,,,,,
alchemy_qi_pill,聚气丹,alchemy,alchemy_qi_pill.png,炼成后保存，可供阵法与修炼使用。,,0,0,0,2,1,,qi_pill,0,,,,,
alchemy_origin_pill,培元丹,alchemy,alchemy_origin_pill.png,炼化后立即获得500点修为经验。,,0,0,0,2,1,,xp_500,0,,,,,
alchemy_blood_pill,壮血丹,alchemy,alchemy_blood_pill.png,炼化后永久提高少量气血，本世最多由丹药提高600点。,,0,0,0,2,1,,hp,4,,,,,
alchemy_body_pill,淬体丹,alchemy,alchemy_body_pill.png,炼化后永久提高少量防御，本世最多由丹药提高100点。,,0,0,0,2,1,,def,1,,,,,
alchemy_metal_pill,锐金丹,alchemy,alchemy_metal_pill.png,炼化后永久提高少量攻击，本世最多由丹药提高120点。,,0,0,0,2,1,,atk,1,,,,,
alchemy_spirit_pill,清神丹,alchemy,alchemy_spirit_pill.png,服用后立即获得大量修为经验。,,0,0,0,2,1,,qi,0,,,,,
alchemy_longevity_pill,延寿丹,alchemy,alchemy_longevity_pill.png,服用后延长一年寿元进程。,,0,0,0,2,1,,lifespan,1,,,,,
alchemy_insight_pill,悟道丹,alchemy,alchemy_insight_pill.png,服用后立即获得10000点修为经验。,,0,0,0,2,1,,xp_10000,0,,,,,
alchemy_ninefold_pill,九转金丹,alchemy,alchemy_ninefold_pill.png,炼化后永久提高气血、攻击与防御，受本世丹药属性上限限制。,,0,0,0,2,1,,all,0,,,,,
formation_spirit_gathering,聚灵阵,formation,formation_spirit_gathering.png,汇聚四周灵气，辅助闭关修行。,,0,0,0,2,1,,,0,,,,,
formation_golden_light,金光阵,formation,formation_golden_light.png,凝成护体金光，强化气血与防御。,,0,0,0,2,1,,,0,,,,,
formation_mist,迷踪阵,formation,formation_mist.png,云雾迷踪，加快杂学并闪避攻击。,,0,0,0,2,1,,,0,,,,,
formation_minor_spirit_gathering,小周天阵,formation,formation_minor_spirit_gathering.png,以小周天循环温养灵气。,,0,0,0,2,1,,,0,,,,,
formation_vitality,守元阵,formation,formation_vitality.png,守持本元，大幅提高气血上限。,,0,0,0,2,1,,,0,,,,,
formation_sharp,锐锋阵,formation,formation_sharp.png,锋气周流，提高角色攻击。,,0,0,0,2,1,,,0,,,,,
formation_armor,玄甲阵,formation,formation_armor.png,玄甲护身，提高角色防御。,,0,0,0,2,1,,,0,,,,,
formation_five_elements,五行阵,formation,formation_five_elements.png,五行轮转，降低受到的伤害。,,0,0,0,2,1,,,0,,,,,
formation_binding,困仙阵,formation,formation_binding.png,阵环束敌，延缓敌人的攻击。,,0,0,0,2,1,,,0,,,,,
formation_stars,周天星斗阵,formation,formation_stars.png,星斗周天，全面强化修炼与战斗。,,0,0,0,2,1,,,0,,,,,
wood_crown,青木法冠,equipment,equipment_wood_crown.png,木冠嵌玉，凝神护识。,head,0,2,12,32,1,,,0,,,,,
cloud_robe,云纹道袍,equipment,equipment_cloud_robe.png,轻柔道袍，护持周身。,robe,0,3,18,45,1,,,0,,,,,
wind_boots,逐风履,equipment,equipment_wind_boots.png,步履轻捷，久行不乏。,boots,0,2,15,38,1,,,0,,,,,
qingfeng_manual,青锋诀,manual,manual_qingfeng.png,参悟剑意，永久提升功法层数。,,0,0,0,60,1,attack,,0,,,,,
panshi_manual,磐石功,manual,manual_panshi.png,锤炼筋骨，永久提升功法层数。,,0,0,0,60,1,guard,,0,,,,,
tuna_manual,吐纳术,manual,manual_tuna.png,调和吐纳，永久提升功法层数。,,0,0,0,60,1,mind,,0,,,,,
mystic_iron_sword,玄铁长剑,equipment,equipment_mystic_iron_sword.png,玄铁锻成的沉稳长剑。,weapon,12,0,0,140,1,,,0,,,,,
cloud_crown,流云发冠,equipment,equipment_cloud_crown.png,流云玉冠，可凝神护体。,head,0,5,25,125,1,,,0,,,,,
vine_robe,青藤法袍,equipment,equipment_vine_robe.png,青藤灵丝织成的护身法袍。,robe,0,8,45,175,1,,,0,,,,,
cloudstep_boots,踏云履,equipment,equipment_cloudstep_boots.png,步履轻灵，长途历练不易疲惫。,boots,0,4,35,135,1,,,0,,,,,
mountain_bracers,镇岳护腕,equipment,equipment_mountain_bracers.png,厚重护腕，攻守兼备。,bracers,3,7,0,155,1,,,0,,,,,
moon_amulet,月华护符,equipment,equipment_moon_amulet.png,凝聚月华的随身护符。,amulet,5,0,30,165,1,,,0,,,,,
